City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
1202,Anuradhapura,LK,71.83,light rain,8.3565,80.4173,Nilketha Villa Eco Hotel
1204,Narrabri,AU,68.52,few clouds,-30.3167,149.7833,Crossroads Hotel
1205,Hidrolandia,BR,75.15,overcast clouds,-4.4081,-40.4378,Camping Pedra do Tatu - Fazenda Alves
1206,San Carlos De Bariloche,AR,61.25,few clouds,-41.1456,-71.3082,Hotel Patagonia
1207,Cacu,BR,70.77,overcast clouds,-18.5567,-51.1308,Império Hotel
1208,Houma,US,66.99,clear sky,29.5958,-90.7195,Courtyard by Marriott Houma
1209,Maues,BR,74.71,overcast clouds,-3.3836,-57.7186,Hotel Miramar
1211,Mildura,AU,74.32,clear sky,-34.2,142.15,Mercure Hotel Mildura
1212,Kemise,ET,64.24,clear sky,10.7167,39.8667,Hussen Endris
1213,Gondar,ET,59.0,broken clouds,12.6,37.4667,L Shape Hotel
1214,Carutapera,BR,74.93,heavy intensity rain,-1.195,-46.02,Lidera
1215,Abu Dhabi,AE,68.02,clear sky,24.4667,54.3667,Ramee Garden Hotel Apartments
1216,Tabou,CI,80.22,scattered clouds,4.423,-7.3528,hotêl doufoulougou
1217,Tecoanapa,MX,84.16,clear sky,16.5167,-98.75,Hotel Manglares
1218,Townsville,AU,76.08,clear sky,-19.25,146.8,Rydges Southbank Townsville
1219,Gudari,IN,59.32,clear sky,19.35,83.7833,Hotel maa majhigouri
1220,Port Antonio,JM,82.31,broken clouds,18.18,-76.4612,The Trident Hotel
1221,Addanki,IN,68.36,clear sky,15.8167,79.9833,A Home
1222,Cururupu,BR,76.71,light rain,-1.8283,-44.8683,POUSADA TRAVÉS'CIA
1223,Tartus,SY,51.42,overcast clouds,34.889,35.8866,خيمة نبراس للاجئين
1224,North Platte,US,58.06,clear sky,41.1239,-100.7654,"Holiday Inn Express & Suites North Platte, an IHG Hotel"
1225,Naliya,IN,67.35,clear sky,23.2667,68.8333,jadeja jayendrasinh
1226,Aranda De Duero,ES,41.92,clear sky,41.6704,-3.6892,Hotel Villa de Aranda
1227,Pandharpur,IN,71.13,clear sky,17.6667,75.3333,Pandharinath Lodge and Restaurant
1228,Nkhata Bay,MW,72.41,light rain,-11.6066,34.2907,Mayoka Village
1229,Moranbah,AU,71.56,broken clouds,-22.0016,148.0466,Direct Hotels - Monterey Moranbah
